model,case_id,arc_stem,passed,skipped,skip_reason,checked_goal_count,valid_goal_count,total_seconds,total_tokens
gpt-5,288,FormalBench_0180__FormalBenchHF__diverse__rule_1__JacobsthalNum_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0288/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0288/candidate.c:20: Warning: 
  unexpected token 'ret'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0288/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,7123
gpt-5,289,FormalBench_0181__FormalBenchHF__diverse__rule_1__JacobsthalLucas_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0289/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0289/candidate.c:21: Warning: 
  unexpected token 'j'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0289/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,4890
gpt-5,290,FormalBench_0182__FormalBenchHF__diverse__rule_1__JacobsthalLucas_llm_1,False,False,,10,9,11.904457959026331,6931
gpt-5,291,FormalBench_0183__FormalBenchHF__diverse__rule_1__JacobsthalLucas_llm_0,False,False,,19,13,22.85257025199826,4870
gpt-5,292,FormalBench_0184__FormalBenchHF__diverse__rule_1__GetPell_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0292/candidate.c (with preprocessing)
[kernel] represent/results/smoke/bare_model/c/gpt-5/sespec_0292/candidate.c:42: 
  syntax error:
  Location: line 42, between columns 3 and 4, before or at token: p
  40            loop variant seed - count + 1;
  41          */
  42    			p[count] = (2 * p[count - 1]
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  43    					+ p[count - 2]) % 1000000000;
  44    			/*@ assert 0 <= p[count] < 1000000000; */
[kernel] Frama-C aborted: invalid user input.",,,0.0,7322
gpt-5,293,FormalBench_0185__FormalBenchHF__diverse__rule_1__GetPell_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0293/candidate.c (with preprocessing)
[kernel] represent/results/smoke/bare_model/c/gpt-5/sespec_0293/candidate.c:35: 
  syntax error:
  Location: line 35, between columns 3 and 6, before or at token: arr
  33    			 loop variant seed - p + 1;
  34    			*/
  35    			arr[p] = (2 * arr[p - 1]
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  36    					+ arr[p - 2]) % 1000000000;
  37    			/*@ assert 0 <= arr[p] < 1000000000; */
[kernel] Frama-C aborted: invalid user input.",,,0.0,7921
gpt-5,294,FormalBench_0186__FormalBenchHF__diverse__rule_1__GetPell_llm_0,False,False,,22,13,25.3240928290179,8214
gpt-5,295,FormalBench_0187__FormalBenchHF__diverse__rule_1__FindLucas_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0295/candidate.c (with preprocessing)
[kernel] represent/results/smoke/bare_model/c/gpt-5/sespec_0295/candidate.c:4: Warning: 
  parsing obsolete ACSL construct 'logic declaration'. 'an axiomatic block' should be used instead.
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0295/candidate.c:6: Warning: 
  Axiom lucas_base0 is declared outside of an axiomatic.
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0295/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,7052
gpt-5,296,FormalBench_0188__FormalBenchHF__diverse__rule_1__FindLucas_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0296/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0296/candidate.c:14: Warning: 
  wrong order of clause in contract: terminates after post-condition, assigns or allocates.
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0296/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6888
gpt-5,297,FormalBench_0189__FormalBenchHF__diverse__rule_1__FindLucas_llm_0,False,False,,10,9,13.541126655996777,6158
gpt-5,298,FormalBench_0197__FormalBenchHF__base__programs__SmallestMissing,False,False,,11,9,12.211503149010241,6355
gpt-5,299,FormalBench_0201__FormalBenchHF__diverse__rule_1__FindPeak_llm_2,True,False,,11,11,4.736045454017585,5869
gpt-5,300,FormalBench_0202__FormalBenchHF__diverse__rule_1__FindPeak_llm_1,True,False,,10,10,3.557215006003389,5962
gpt-5,301,FormalBench_0203__FormalBenchHF__diverse__rule_1__FindPeak_llm_0,False,False,,8,6,12.172784271009732,4573
gpt-5,302,FormalBench_0205__FormalBenchHF__base__programs__JacobsthalNum,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0302/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0302/candidate.c:23: Warning: 
  unexpected token 'dp'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0302/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,4580
gpt-5,303,FormalBench_0206__FormalBenchHF__base__programs__JacobsthalLucas,False,False,,17,11,22.84814487598487,4437
gpt-5,304,FormalBench_0207__FormalBenchHF__base__programs__GetPell,False,False,,20,13,32.66468586199335,7561
gpt-5,305,FormalBench_0208__FormalBenchHF__base__programs__FindPeak,False,False,,8,6,12.044730444991728,4325
gpt-5,306,FormalBench_0209__FormalBenchHF__base__programs__FindLucas,False,False,,12,11,12.041431326011661,5128
gpt-5,307,FormalBench_0210__FormalBenchHF__diverse__rule_1__LargestPos_llm_2,False,False,,16,14,12.198087233991828,3373
gpt-5,308,FormalBench_0211__FormalBenchHF__diverse__rule_1__LargestPos_llm_1,False,False,,15,14,11.929000467003789,3145
gpt-5,309,FormalBench_0212__FormalBenchHF__diverse__rule_1__LargestPos_llm_0,False,False,,12,10,11.722940545994788,2127
gpt-5,310,FormalBench_0069__FormalBenchHF__base__programs__SqrtRoot,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0310/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0310/candidate.c:20: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0310/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6508
gpt-5,311,FormalBench_0111__FormalBenchHF__diverse__rule_1__CountRectangles_llm_2,False,False,,0,0,0.7993645340029616,8375
gpt-5,312,FormalBench_0112__FormalBenchHF__diverse__rule_1__CountRectangles_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0312/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0312/candidate.c:8: Warning: 
  unexpected token 'ii'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0312/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,7517
gpt-5,313,FormalBench_0113__FormalBenchHF__diverse__rule_1__CountRectangles_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0313/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0313/candidate.c:20: Warning: 
  unexpected token 'x'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0313/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6029
gpt-5,314,FormalBench_0117__FormalBenchHF__base__programs__CountRectangles,False,False,,18,16,11.884866175008938,7489
gpt-5,316,FormalBench_0132__FormalBenchHF__diverse__rule_1__CountFac_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0316/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0316/candidate.c:20: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0316/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6864
gpt-5,317,FormalBench_0133__FormalBenchHF__diverse__rule_1__CountFac_llm_1,False,False,,0,0,0.5302612239902373,8346
gpt-5,318,FormalBench_0134__FormalBenchHF__diverse__rule_1__CountFac_llm_0,False,False,,0,0,0.7154074150021188,8346
gpt-5,319,FormalBench_0135__FormalBenchHF__diverse__rule_1__Lcm_llm_2,False,False,,16,12,21.703584106988274,5054
gpt-5,320,FormalBench_0136__FormalBenchHF__diverse__rule_1__Lcm_llm_1,False,False,,16,12,22.480584242002806,6330
gpt-5,321,FormalBench_0137__FormalBenchHF__diverse__rule_1__Lcm_llm_0,False,False,,16,13,21.76739860099042,6754
gpt-5,323,FormalBench_0141__FormalBenchHF__base__programs__CountFac,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0323/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0323/candidate.c:19: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0323/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6016
gpt-5,324,FormalBench_0149__FormalBenchHF__diverse__rule_1__FirstDigit_llm_2,False,False,,16,12,17.173457765980856,6457
gpt-5,325,FormalBench_0150__FormalBenchHF__diverse__rule_1__FirstDigit_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0325/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0325/candidate.c:14: Warning: 
  unexpected token 'requires'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0325/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,7823
gpt-5,326,FormalBench_0151__FormalBenchHF__diverse__rule_1__FirstDigit_llm_0,False,False,,14,9,21.287777548015583,5863
gpt-5,328,FormalBench_0161__FormalBenchHF__diverse__rule_1__Difference_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0328/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0328/candidate.c:4: Warning: 
  unexpected token 'requires'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0328/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6280
gpt-5,329,FormalBench_0162__FormalBenchHF__diverse__rule_1__Difference_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0329/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0329/candidate.c:27: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0329/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5946
gpt-5,330,FormalBench_0163__FormalBenchHF__diverse__rule_1__Difference_llm_0,False,False,,29,27,12.180103095975937,7783
gpt-5,331,FormalBench_0167__FormalBenchHF__diverse__rule_1__ComputeLastDigit_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0331/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0331/candidate.c:36: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0331/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6094
gpt-5,332,FormalBench_0168__FormalBenchHF__diverse__rule_1__ComputeLastDigit_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0332/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0332/candidate.c:3: Warning: 
  term b - 1 has type ℤ, but int is expected. Ignoring global annotation
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0332/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5859
gpt-5,333,FormalBench_0169__FormalBenchHF__diverse__rule_1__ComputeLastDigit_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0333/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0333/candidate.c:34: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0333/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,3582
gpt-5,334,FormalBench_0172__FormalBenchHF__base__programs__Difference,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0334/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0334/candidate.c:17: Warning: 
  unexpected token 'k'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0334/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6533
gpt-5,335,FormalBench_0174__FormalBenchHF__base__programs__ComputeLastDigit,False,False,,20,17,14.816676260001259,5325
gpt-5,336,FormalBench_0175__FormalBenchHF__diverse__rule_1__MaxPrimeFactors_llm_2,False,False,,0,0,0.7489207689941395,8324
gpt-5,337,FormalBench_0176__FormalBenchHF__diverse__rule_1__MaxPrimeFactors_llm_1,False,False,,23,16,32.93457386200316,7235
gpt-5,338,FormalBench_0177__FormalBenchHF__diverse__rule_1__MaxPrimeFactors_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0338/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0338/candidate.c:34: Warning: 
  \old undefined in this context. Ignoring loop annotation
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0338/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,7179
gpt-5,339,FormalBench_0190__FormalBenchHF__diverse__rule_1__FindDivisor_llm_2,True,False,,15,15,2.202198661980219,5304
gpt-5,340,FormalBench_0191__FormalBenchHF__diverse__rule_1__FindDivisor_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0340/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0340/candidate.c:20: Warning: 
  unexpected token 'd'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0340/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5106
gpt-5,341,FormalBench_0192__FormalBenchHF__diverse__rule_1__FindDivisor_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0341/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0341/candidate.c:5: Warning: 
  unexpected token 'd'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0341/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5956
gpt-5,342,FormalBench_0193__FormalBenchHF__diverse__rule_1__CountNo_llm_2,False,False,,0,0,0.8633670999843162,8348
gpt-5,343,FormalBench_0194__FormalBenchHF__diverse__rule_1__CountNo_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0343/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0343/candidate.c:24: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0343/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,7807
gpt-5,344,FormalBench_0195__FormalBenchHF__diverse__rule_1__CountNo_llm_0,False,False,,0,0,1.1943573259923141,8348
gpt-5,345,FormalBench_0196__FormalBenchHF__base__programs__Sumoffactors,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0345/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0345/candidate.c:16: Warning: 
  unexpected token 'k'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0345/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5367
gpt-5,346,FormalBench_0198__FormalBenchHF__base__programs__MaxPrimeFactors,False,False,,30,21,32.73377871399862,7410
gpt-5,347,FormalBench_0199__FormalBenchHF__base__programs__FindDivisor,True,False,,13,13,2.1629120589932427,6249
gpt-5,348,FormalBench_0200__FormalBenchHF__base__programs__CountNo,False,False,,13,9,12.244591607013717,6179
gpt-5,349,FormalBench_0204__FormalBenchHF__base__programs__SumOfOddFactors,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0349/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0349/candidate.c:14: Warning: 
  unexpected token 'j'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0349/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5303
gpt-5,350,FormalBench_0213__FormalBenchHF__diverse__rule_1__EvenBitToggleNumber_llm_2,False,False,,0,0,0.9296372229873668,8344
gpt-5,351,FormalBench_0214__FormalBenchHF__diverse__rule_1__EvenBitToggleNumber_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0351/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0351/candidate.c:18: Warning: 
  invalid operands to binary ^; unexpected 𝔹 and ℤ. Ignoring logic specification of function evenBitToggleNumber
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0351/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6599
gpt-5,352,FormalBench_0215__FormalBenchHF__diverse__rule_1__EvenBitToggleNumber_llm_0,False,False,,17,13,13.538697533018421,6643
gpt-5,353,FormalBench_0216__FormalBenchHF__diverse__rule_1__EvenBitSetNumber_llm_2,False,False,,0,0,1.08129223602009,8343
gpt-5,354,FormalBench_0217__FormalBenchHF__diverse__rule_1__EvenBitSetNumber_llm_1,False,False,,15,11,12.491207515995484,6716
gpt-5,355,FormalBench_0218__FormalBenchHF__diverse__rule_1__EvenBitSetNumber_llm_0,False,False,,14,10,12.450940907001495,6487
gpt-5,356,FormalBench_0223__FormalBenchHF__base__programs__EvenBitToggleNumber,False,False,,11,7,12.432157748000463,6218
gpt-5,357,FormalBench_0224__FormalBenchHF__base__programs__EvenBitSetNumber,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0357/candidate.c (with preprocessing)
[kernel] represent/results/smoke/bare_model/c/gpt-5/sespec_0357/candidate.c:2: Warning: 
  parsing obsolete ACSL construct 'logic declaration'. 'an axiomatic block' should be used instead.
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0357/candidate.c:4: Warning: 
  Axiom bitlen_zero is declared outside of an axiomatic.
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0357/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6186
gpt-5,358,FormalBench_0250__FormalBenchHF__diverse__rule_1__AverageOdd_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0358/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0358/candidate.c:5: Warning: 
  unbound logic variable \max_int. Ignoring logic specification of function averageOdd
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0358/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5054
gpt-5,359,FormalBench_0251__FormalBenchHF__diverse__rule_1__AverageOdd_llm_1,True,False,,14,14,10.786860299005639,7821
gpt-5,360,FormalBench_0252__FormalBenchHF__diverse__rule_1__AverageOdd_llm_0,False,False,,14,12,11.896245826996164,5192
gpt-5,361,FormalBench_0253__FormalBenchHF__diverse__rule_1__AverageEven_llm_2,True,False,,14,14,2.2284761760092806,4503
gpt-5,362,FormalBench_0254__FormalBenchHF__diverse__rule_1__AverageEven_llm_1,False,False,,14,13,11.163757944013923,5916
gpt-5,363,FormalBench_0255__FormalBenchHF__diverse__rule_1__AverageEven_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0363/candidate.c (with preprocessing)
[kernel] represent/results/smoke/bare_model/c/gpt-5/sespec_0363/candidate.c:21: 
  syntax error:
  Location: line 21, between columns 2 and 3, before or at token: {
  19    			loop variant size - c + 1;
  20    		*/
  21    		{
        ^^^
  22    			if (c % 2 == 0) {
  23    				average += c;
[kernel] Frama-C aborted: invalid user input.",,,0.0,4032
gpt-5,364,FormalBench_0256__FormalBenchHF__base__programs__OddDays,True,False,,7,7,1.6066204779781401,5682
gpt-5,365,FormalBench_0263__FormalBenchHF__base__programs__AverageOdd,True,False,,12,12,5.396442008001031,6983
gpt-5,366,FormalBench_0264__FormalBenchHF__base__programs__AverageEven,False,False,,12,11,11.111921125993831,5059
gpt-5,367,FormalBench_0268__FormalBenchHF__base__programs__SmallestDivisor,False,False,,11,10,11.09762206702726,4711
gpt-5,368,FormalBench_0270__FormalBenchHF__base__programs__NcrModP,False,False,,14,13,12.534032089984976,6566
gpt-5,369,FormalBench_0275__FormalBenchHF__diverse__rule_1__FindMaxVal_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0369/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0369/candidate.c:5: Warning: 
  unbound logic variable INT_MAX. Ignoring logic specification of function findMaxVal
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0369/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,4427
gpt-5,370,FormalBench_0276__FormalBenchHF__diverse__rule_1__FindMaxVal_llm_1,False,False,,14,13,11.619986812991556,6563
gpt-5,371,FormalBench_0277__FormalBenchHF__diverse__rule_1__FindMaxVal_llm_0,False,False,,19,18,11.990978307992918,3104
gpt-5,372,FormalBench_0281__FormalBenchHF__diverse__rule_1__Divisor_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0372/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0372/candidate.c:15: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0372/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,4091
gpt-5,373,FormalBench_0282__FormalBenchHF__diverse__rule_1__Divisor_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0373/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0373/candidate.c:15: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0373/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5179
gpt-5,374,FormalBench_0283__FormalBenchHF__diverse__rule_1__Divisor_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0374/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0374/candidate.c:2: Warning: 
  unexpected token 'd'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0374/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,4587
gpt-5,375,FormalBench_0284__FormalBenchHF__diverse__rule_1__BinomialCoeff_llm_2,False,False,,14,13,11.694431180018,8166
gpt-5,376,FormalBench_0285__FormalBenchHF__diverse__rule_1__BinomialCoeff_llm_1,False,False,,9,7,17.927727944013895,5299
