baseline,model,sespec_case_id,baseline_case_id,sespec_path,baseline_path,sespec_func,baseline_func,signature,body_hash,case_id_aligned,coverage,pair_id,baseline_sha256,sespec_sha256,comparison_basis,A_parameter_count,A_contract_clause_count,A_nontrivial_contract_clause_count,A_invariant_count,A_nontrivial_invariant_count,B_parameter_count,B_contract_clause_count,B_nontrivial_contract_clause_count,B_invariant_count,B_nontrivial_invariant_count,status,verdict,elapsed_seconds,error_type,http_status
specgen,gpt-5.4-mini,312,312,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/312/foo312.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/312/extracted_from_log.java,foo312,countRectangles,,,1,ok,6ad951549bf8bcccb303,1339667d16d19707a8ffead62c5a251113b25e25f542c99358de603cba6398ea,21423583df9de185d0c367a168cf72628cd9ef5a4522155767bcafccbb72e385,contract,1,3,3,4,4,1,2,2,12,12,rated,incomparable,1.617,,
specgen,gpt-5.4-mini,314,314,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/314/foo314.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/314/extracted_from_log.java,foo314,countRectangles,,,1,ok,5ff6f02ceb0f5884b55e,814c23156a9893d4b383dfa0bc6bb7338496394b613af7dda04401fa4717b978,d05b165d8678c4dc82d29927e1bbfaf65ea7578dd0bf088ed6d52d4e53cd5d29,contract,1,3,3,4,4,1,5,5,10,10,rated,A_stronger,1.695,,
specgen,gpt-5.4-mini,316,316,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/316/foo316.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/316/extracted_from_log.java,foo316,countFac,,,1,ok,8e610c45aac0303f8352,7490d61464eeb29b37964254d8f4a837bffeed16aa9d8c10b745b5b6c9ddebcb,615909609102111046424db5c80127a8b345b98b0bfcfef1738ebfb636d9414c,contract,1,3,3,2,2,1,6,6,7,7,rated,A_stronger,1.73,,
specgen,gpt-5.4-mini,317,317,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/317/foo317.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/317/extracted_from_log.java,foo317,countFac,,,1,ok,fff5b593bb17ec69ee8e,052181317c55227df156a10e0b363b7fc5359b60d1f5adf269f65326e4ec57f4,dbf22d76b18dbca4f6bd9ab037b8127cbbd49ecad753e071fbfba62dfe8fed66,contract,1,4,4,3,3,1,3,3,8,8,rated,incomparable,1.662,,
specgen,gpt-5.4-mini,318,318,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/318/foo318.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/318/extracted_from_log.java,foo318,countFac,,,1,ok,cdb6cd31351941d40ea7,4b4c983926feb1507f63a63b14dc3e4c2aca8eb9e039e765aca76fe0073e062d,fc637dff98715077403f5eaa741d9e63949f4da85dc5046209d40542c11635c3,contract,1,3,3,2,2,1,5,5,3,3,rated,A_stronger,1.544,,
specgen,gpt-5.4-mini,319,319,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/319/foo319.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/319/extracted_from_log.java,foo319,lcm,,,1,ok,826795fd222731049b1e,b62d6ac249ee5172b107c8dcc61ec1ef276ce1e5cb1ae75f7e1360271e7e1e0a,71841e5a6a413e15952ed63feb3c6023700295595ce9f77fed1f3bbe00e6afc7,contract,2,3,3,2,2,2,5,4,9,9,rated,A_stronger,1.324,,
specgen,gpt-5.4-mini,320,320,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/320/foo320.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/320/extracted_from_log.java,foo320,lcm,,,1,ok,1c3534bdea2fbf2db11f,e739a7987a54c88daf22c00be3b9d0ee57fe1ea03df3a3a52e02dc031f3a5c5a,67eb4b6899be31445d0db6cce6a87e1c10c44176beaa565bf76723030ab31b2f,contract,2,2,2,2,2,2,3,3,6,6,rated,A_stronger,1.721,,
specgen,gpt-5.4-mini,321,321,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/321/foo321.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/321/extracted_from_log.java,foo321,lcm,,,1,ok,044847d79c0784f8e88d,93c38ba85a366cc4d246cdce01970a2ae945fefa74b96ad2fd9975d42f3cda19,bc1c7da3214075363510518bc4883b845d6496dfcc7884db48744478574323b1,contract,2,3,3,3,3,2,5,5,9,9,rated,A_stronger,1.235,,
specgen,gpt-5.4-mini,323,323,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/323/foo323.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/323/extracted_from_log.java,foo323,countFac,,,1,ok,bef870326fb92b4fab85,7bed0dfccc4e0a153c3c793ae34e87560d73a361ef60008be888e2acce5058e5,44f2ec9eb723f37a1bd411cc8070f236c3904868ccef0020897780efc2f90228,contract,1,4,4,3,3,1,5,5,4,4,rated,incomparable,1.875,,
specgen,gpt-5.4-mini,324,324,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/324/foo324.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/324/extracted_from_log.java,foo324,firstDigit,,,1,ok,f4748fc35c4e1ee24040,254b10200f797a1221b6bafdd0a8b945519c138d23bfdec37d6951cd2e3e6362,1b272e0574c66389375a7d67165e36fef799e0802b60ae2bb1adf12bb6915b77,contract,1,2,2,3,3,1,3,3,8,8,rated,equal,1.529,,
specgen,gpt-5.4-mini,325,325,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/325/foo325.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/325/extracted_from_log.java,foo325,firstDigit,,,1,ok,f37c2c101e77dcee62e9,94b61b7caeaedf62650af6b6d48e9eb79c44ddb3d8fc22ac256ec210a3632c2a,5f53d0a917fd100c86af74d6a3d7e00e0c889668cbae2501e17d7d8e10903045,contract,1,2,2,4,4,1,3,3,7,7,rated,equal,1.653,,
specgen,gpt-5.4-mini,326,326,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/326/foo326.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/326/extracted_from_log.java,foo326,firstDigit,,,1,ok,28030b6aa05a883ae41f,1b420f298c922b9454029b943d8e5c666733be377d5fd9c58a8f42bb54961a0e,52c8c9ea715dff187d7a92090b184ea57fabc62afd5fe855bb26bf1b848c6010,contract,1,2,2,4,4,1,2,2,11,11,rated,A_stronger,1.573,,
specgen,gpt-5.4-mini,331,331,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/331/foo331.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/331/extracted_from_log.java,foo331,computeLastDigit,,,1,ok,290326490e053e347dd5,6821dee6e96e9beab624c6bb0d7e9634ae3d42b9cc484cea6f7e05bbbed14489,35eea5db094f030ab143eaa876100fd562d4fabf5bab4effb3cb3efff19c88ab,contract,2,1,1,0,0,2,5,5,7,7,rated,incomparable,1.679,,
specgen,gpt-5.4-mini,332,332,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/332/foo332.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/332/extracted_from_log.java,foo332,computeLastDigit,,,1,ok,d942b68ccf76bf1f7851,c8ab84db3c3036974a75a7ba753422d33dcd7b89d92d1853b875ae79542a4c49,747f9a3c9ba4c394b19703f614ec989750ce095d95f24aaf21b9a60e8ded31b2,contract,2,2,2,0,0,2,2,2,5,5,rated,incomparable,1.779,,
specgen,gpt-5.4-mini,335,335,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/335/foo335.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/335/extracted_from_log.java,foo335,computeLastDigit,,,1,ok,b8e936b3d4a8c0b1d28a,2db3018beb27519fb22c640bf36f207e90031d6b493a1767ed3ec6d800ef1afd,6eea70bcdcac9b817e4d9951169994cc7324e2d56b4777a4a86d29edf7b6d471,contract,2,2,2,0,0,2,4,4,5,5,rated,incomparable,1.845,,
specgen,gpt-5.4-mini,336,336,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/336/foo175.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/336/extracted_from_log.java,foo175,maxPrimeFactors,,,1,ok,978fd9dec07e10e10660,79428e241cee26d70241c7bea51ac1aa4194c7f143534e3d61532d068d60939c,24b6426b1b65e10a6a5aea887652987a112d15e0d31f3003e0dd6196df35d6b1,contract,1,4,4,6,6,1,1,1,4,4,rated,A_stronger,1.742,,
specgen,gpt-5.4-mini,337,337,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/337/foo337.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/337/extracted_from_log.java,foo337,maxPrimeFactors,,,1,ok,78542d742ffe5990a685,88884492e49e2be8402225ae8e3c4c96c1766c9eb1fa5a1d4ed6eef438568547,9da0f36eeba14ee57bcb07fe211541731092a3e0c34db7cf2aa0b11227a54d7d,contract,1,4,4,6,6,1,6,1,4,4,rated,A_stronger,1.828,,
specgen,gpt-5.4-mini,339,339,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/339/foo339.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/339/final_candidate.java,foo339,findDivisor,,,1,ok,fd8cd6edb2f082588ef6,4f4d9697d601e2c2e84642b869cc37033c038101f4ca3b1968d3c8a7ce796b3e,4a255b445c33de13f393ba07016ba5d0dd45efc9d07e73c9ad75ea5e6c38b663,contract,2,1,1,2,2,2,2,2,6,6,rated,incomparable,1.509,,
specgen,gpt-5.4-mini,340,340,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/340/foo340.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/340/final_candidate.java,foo340,findDivisor,,,1,ok,f1e6dfbdecb61425e2c5,222a899cbd661dc10fd7d9070a44b67aca447fde7d6d9dda59418e344143458b,dad5617573dd91b506455ca88ea3a42221a77c68ceb209a15cabccc0f6387c41,contract,2,2,1,2,2,2,6,6,9,9,rated,incomparable,1.966,,
specgen,gpt-5.4-mini,341,341,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/341/foo341.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/341/final_candidate.java,foo341,findDivisor,,,1,ok,15860eb7b6d68fa3f5a0,2db56d0743e8e9b88289dab2ecf7bb64057824a437bd0296517a5bec46acdbe1,82c6afdb6d23f23e9c999aff8de80d4ae76d4ffece5ecc420a1ee142bbef5d6a,contract,2,2,2,3,3,2,4,4,8,8,rated,B_stronger,1.723,,
specgen,gpt-5.4-mini,342,342,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/342/foo342.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/342/final_candidate.java,foo342,countNo,,,1,ok,21690de71e5c13b86a38,c4c859199329dd77409a757c03404a205fa20e1e6a24ad22c6ca82699c3011e8,bb25cf26cecbc9fa31211952ff59b614da94fd4c0f00704951c4ce6689077e0f,contract,4,4,4,1,1,4,0,0,10,10,rated,B_stronger,1.379,,
specgen,gpt-5.4-mini,343,343,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/343/foo343.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/343/final_candidate.java,foo343,countNo,,,1,ok,f966c07206ac6c8cbdfa,49a6abc3431f7ad54b94ae98cc0566a8fa64c2d5be7932d7a810aa98ac5a2eae,cfe9c38acd6d21bdcbf60a747a5f5039789fc6a20143097acf9e813b65d6cd7a,contract,4,4,4,1,1,4,5,5,8,8,rated,incomparable,1.433,,
specgen,gpt-5.4-mini,344,344,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/344/foo344.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/344/final_candidate.java,foo344,countNo,,,1,ok,853e7b016e47f71c26d8,743ba58dd77294ea5991d4b457c0a7f8fd390052e173e48e0214c72505ade98a,99408af1e174c95dab96cc1fbf9b8b4e338ca10db463e6d7f60b6af7f3e0b1a2,contract,4,4,4,2,2,4,4,4,7,7,rated,B_stronger,1.491,,
specgen,gpt-5.4-mini,348,348,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/348/foo348.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/348/final_candidate.java,foo348,countNo,,,1,ok,8a53faecff7c3c5e8f28,a1648847859e865a7cf5c29f5b21ce9ac3312e8972278363ca5bb271175bfe5d,02e736b05468446151a31e5c51574d27b3368f699daab67a65085bc6a11f508f,contract,4,4,4,1,1,4,5,5,7,7,rated,incomparable,1.505,,
specgen,gpt-5.4-mini,364,364,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/364/foo256.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/364/final_candidate.java,foo256,oddDays,,,1,ok,3e628ef644007dd71895,87ad4538f36728685fb717123d048662ab745812fffeca63fe680ccb6bb180eb,fed79decd5c069d3945995274af0dd44b5da029425375ccca6fe9b6526bd9571,contract,1,2,1,0,0,1,4,4,0,0,rated,incomparable,1.645,,
specgen,gpt-5.4-mini,367,367,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/367/foo367.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/367/final_candidate.java,foo367,smallestDivisor,,,1,ok,21d373d58050615f64d2,3632d09ea1dd3cb582652ccdc7c5ddcc8ea214a9f76905f669dd3b219267fe5c,4336950f4026cfb2f92de718ca934c1b15870d04c3af7756dddc3b7fb3b2c2bc,contract,1,2,2,2,2,1,4,4,6,6,rated,incomparable,1.304,,
specgen,gpt-5.4-mini,368,368,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/368/foo368.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/368/final_candidate.java,foo368,ncrModP,,,1,ok,b57944a1fbe22c339ca0,6277ed2046f5cd41e35f92033e2e41bd4e6974c30d9e2a1612a40a2aaf17f29f,f616ac6ceb84e1f2d56a3ea95fd0c41bef72208f795484683f61f5e033eea34f,contract,3,4,4,2,2,3,4,4,5,5,rated,incomparable,1.406,,
specgen,gpt-5.4-mini,369,369,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/369/foo369.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/369/final_candidate.java,foo369,findMaxVal,,,1,ok,6fc37648de12852a2649,1e967a6014a18194fdeba90d7323047d978b7fdb11ddd93f7ba8b89babe87f9d,83006ae9a358d703b56d2cf957ea49412f863f1fb6fdf56e0e67cd7b2e46472a,contract,3,5,5,3,3,3,6,6,10,10,rated,incomparable,1.507,,
specgen,gpt-5.4-mini,370,370,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/370/foo276.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/370/final_candidate.java,foo276,findMaxVal,,,1,ok,ecafbe547038b53c848a,1274ac75641d715be4704775415f4870eb8c4a567c4485d36daab022933d38c2,584712fcb9622bbd2d9e8309e3010a26a70742f1c98554725ff8e003fe524576,contract,3,5,5,3,3,3,4,4,4,4,rated,incomparable,1.449,,
specgen,gpt-5.4-mini,371,371,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/371/foo371.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/371/final_candidate.java,foo371,findMaxVal,,,1,ok,621ea51fbbc0e6f734b5,8735ae335f81879a6a05fe2c5f9fe761680d2a6e236b681277198758d5e9527d,71c5c5ceeb02d1ed6a12ee716ce4040e97178b3dc84447116302d8411f8e9a21,contract,3,6,6,4,4,3,6,6,6,6,rated,incomparable,1.943,,
specgen,gpt-5.4-mini,373,373,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/373/foo373.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/373/final_candidate.java,foo373,divisor,,,1,ok,34ff1bd753ef1fdbd0e4,a29a64a4455a1b92f3e8f7f49152c2fccedd5d48b159e2abc7cc7aa959d7d86a,2717343493379274590d354ad854cd2eb363e7c8f21fa32b24893cd630f3111d,contract,1,2,2,3,3,1,0,0,6,6,rated,A_stronger,1.801,,
specgen,gpt-5.4-mini,375,375,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/375/foo375.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/375/final_candidate.java,foo375,binomialCoeff,,,1,ok,b6bf3944f07131ecfc37,e3f49ee66001d74fca91ae8fb5e6e9f961123aaea32b87d22df5da2ec85e2f56,ff4cdb38f4ec619fa823d21e52642b68a617d7c35f0e5bb4320320998fb26c1a,contract,2,2,2,2,2,2,0,0,5,5,rated,A_stronger,1.849,,
specgen,gpt-5.4-mini,376,376,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/376/foo376.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/376/final_candidate.java,foo376,binomialCoeff,,,1,ok,74c5a6f515c1229d7ede,840106db999c25d9bd18d69785288ec1cf35b11e77939373be57132ea251bd88,bdd3044b49e77a100b0a92969c3a769e55e150ae1bddd53f4c860d78abc6bcff,contract,2,2,2,2,2,2,4,3,6,3,rated,incomparable,1.487,,
specgen,gpt-5.4-mini,377,377,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/377/foo377.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/377/final_candidate.java,foo377,binomialCoeff,,,1,ok,bbbc068d3d5750a33c6b,a2654712b5bddad63b004ee6200953f07589aaff36c2848c7c06c4bd88b44483,fb9e7ae0fc5c7ecef5d02248aae0718b33fdca6c60d49de312e7b7dd181745d8,contract,2,2,2,2,2,2,1,1,5,5,rated,incomparable,1.655,,
specgen,gpt-5.4-mini,379,379,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/379/foo379.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/379/final_candidate.java,foo379,sumEven,,,1,ok,60b3e02127207aab2f74,7e7ed01ec7d864a9242769465350d181d53b43ab12bce0002db78eb97e9f59c7,741e51211a1de1721d560bbd413b6ecf8bc2e39f08cac07a3bf9d9c702338aa4,contract,2,2,2,1,1,2,1,1,4,3,rated,incomparable,1.68,,
specgen,gpt-5.4-mini,381,381,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/381/foo381.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/381/final_candidate.java,foo381,numCommDiv,,,1,ok,00cf3c948ec253716925,aa54e3b8478c2c26ac30db55b54d4ef89e63685eb71d494ab703395b339a835f,514cecf67a18293c733b898e6a7167769cef8fed4e7e1cc6d0fc75eaa62f774c,contract,2,4,4,2,2,2,1,1,6,6,rated,A_stronger,1.505,,
specgen,gpt-5.4-mini,384,384,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/384/foo384.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/384/final_candidate.java,foo384,binomialCoeff,,,1,ok,49b4c6e4c181c37339ad,170d5dddffcf22ae233aab871f046a513fc4a4ec1513023b7880cfa562a85079,42e8b961a95cd373ac443910434522b4bb72f32e311efb141983534b302d5a9d,contract,2,2,2,2,2,2,7,7,9,9,rated,B_stronger,1.541,,
specgen,gpt-5.4-mini,385,385,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/385/foo385.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/385/final_candidate.java,foo385,roundNum,,,1,ok,fb4a43ddd2862f4d50b9,a48f8f6d742a15341196c28dbfd14cb57b2f236f17e3ef07a86ab1dd327f83ec,7ad97ca2b96fef111f34b6f908f7e2592f56d58ff90a80c60901a072ac94509c,contract,2,3,3,2,2,2,5,5,4,4,rated,incomparable,1.595,,
specgen,gpt-5.4-mini,391,391,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/391/foo391.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/391/final_candidate.java,foo391,nextPerfectSquare,,,1,ok,e146745b6953193eb08f,83ba99412d3b09cde7b79f33bb85da4ffa75de552c6566127ce505374977c3ea,abebe30201a165f8150948cab777b24c476b1d39d96fb5a434e82d8a30583b90,contract,1,2,1,2,2,1,6,6,9,9,rated,B_stronger,1.604,,
specgen,gpt-5.4-mini,398,398,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/398/foo398.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/398/final_candidate.java,foo398,countDigit,,,1,ok,7aecf1d3fc754b025dee,32d0d1176af9f120da8ad89637eede137de9f69cf105523316548d2c615075a3,801f460819ddb2011eefd9f6c9d9040382574f2344f750f40384df5bcde65596,contract,1,3,3,2,2,1,3,3,5,5,rated,incomparable,2.76,,
specgen,gpt-5.4-mini,399,399,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/399/foo325.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5.4-mini/399/final_candidate.java,foo325,countDigit,,,1,ok,c121c5cce4c548c66ef3,b9bfe6d082dbc8bcbdeb10714e43cf31d2c9ec5a941e8364dc5b3c29367c0cdb,8f6cd9c8e1a85e3f193863b90cb349cafb383cdf4aefe298d08cfc3487e2bc4a,contract,1,3,3,2,2,1,4,4,5,5,rated,incomparable,1.283,,
specgen,gpt-5,0,0,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/0/foo0.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5/0/extracted_from_log.java,foo0,ack,,,1,ok,1875eda42e05689fec0e,faa8e9e9ea44c7ceb1a23addc4ab2779b13772b516c4df7e40174c58ca3b260b,39e65ad7d265b6e7fb2bd80c5f215b9a273e09bd03c178774280f597048ef81b,contract,2,3,3,0,0,2,1,0,0,0,rated,B_stronger,1.508,,
specgen,gpt-5,1,1,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/1/foo1.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5/1/extracted_from_log.java,foo1,addition,,,1,ok,8afd29c2b0aaeab901e6,0fc219f434ff4321f71ef0fcf76ce20880d6dcf5c38618229d18ee395b0e2893,36f23bacf25f15f6c3c9f05cfe0b411afc7d57b72e314a300663a52353768964,contract,2,1,1,0,0,2,5,5,0,0,rated,B_stronger,1.811,,
specgen,gpt-5,2,2,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/2/foo2.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5/2/extracted_from_log.java,foo2,fibonacci,,,1,ok,2fd6bb2c26ca74a4b8e5,0a01d3f3f0a2c72f7d97fb2927555973aff474b58e5b06712407ddebc4a76462,53c2ee00d28d8a8986b4f768c894a2551b9fffa6bad863d91c1b4bec101fd001,contract,1,4,4,0,0,1,7,7,0,0,rated,B_stronger,2.057,,
specgen,gpt-5,3,3,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/3/foo3.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5/3/extracted_from_log.java,foo3,gcd,,,1,ok,7380c30059eb6e931f93,84ea11c9ddc825e6e728f00f4b4d77368ce4a94edc79bf5454ab971418b24157,9dfc8edbc6464f8ed01486220eeb818a5fa4938c0552ba21174cf7aec85e8113,contract,2,3,3,0,0,2,8,8,0,0,rated,incomparable,1.47,,
specgen,gpt-5,4,4,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/4/foo4.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5/4/extracted_from_log.java,foo4,foo25_helper1_c4,,,1,ok,3e50671a2a3ae2a2ac37,e30907672643e26cc15914a941e32b0ab25b9e63ecbd728323ca0d11a5d936f2,4c3e49b7e8793f4c9e51e3826348fffca22a1ac925de4ca311150b5211c228bb,contract,1,2,2,0,0,4,5,5,0,0,rated,incomparable,1.801,,
specgen,gpt-5,5,5,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/5/foo27_c5.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5/5/extracted_from_log.java,foo27_c5,f,,,1,ok,97db6e20751b7caeac23,357a2308500030491f5bf81ac96272de931dc929b8368b166d3a02e78dc2979d,d2f9d6de4726f7dea37e1ed177a76b04ddd8a86257a13805de6e429346734a55,contract,1,2,2,0,0,1,3,3,0,0,rated,equal,1.516,,
specgen,gpt-5,6,6,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/6/foo28_c6.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5/6/extracted_from_log.java,foo28_c6,sum,,,1,ok,441629a329483d0f241b,716b95c1ee4da485d6cf25a020b9cd8a44e6b277bc0508c49523341675fe1c6a,861d85832497fd32a1a17dced45e98ba69935edce7c7fc27c3fa5c7a16a5bb11,contract,1,2,1,0,0,2,0,0,0,0,rated,incomparable,1.705,,
specgen,gpt-5,7,7,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/7/foo7.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5/7/extracted_from_log.java,foo7,mult,,,1,ok,e629523769a7ab695bdd,9c14cb7034a0d1def4cd214bb10044a9ce80769b058a694cce8e32ed12237db9,bf6585b38a197367b9c829da84b11ae6cef79f09e139ffb125e14e724ebc9f4b,contract,2,2,2,0,0,2,6,6,0,0,rated,B_stronger,1.331,,
specgen,gpt-5,8,8,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/8/foo8.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5/8/extracted_from_log.java,foo8,mult,,,1,ok,0d78bdccd00ea9efcb1e,335d405f172c320b45387d88d56826364bd81ea8d93d015b87ee2ecef5a5754d,f18ce68b2f83843745ed4af95d7e57bfa3d8bf268a31bfa4637e9841a27a0cc3,contract,2,2,2,0,0,2,10,10,0,0,rated,incomparable,1.442,,
