model,case_id,method,valid,seconds,tokens,calls,origin
gpt-5.4-mini,208,LLM-C,False,13.665898655999626,1868,1,paper_archive
gpt-5.4-mini,208,AutoSpec,True,1801.1776920010016,25807,8,paper_archive+step_logs
gpt-5.4-mini,208,SpecGen,False,153.69192849399406,2266,1,paper_archive
gpt-5.4-mini,209,SESpec,True,411.26,256950,19,paper_archive
gpt-5.4-mini,209,SESpec_no_refine,False,28.4,12811,3,paper_archive
gpt-5.4-mini,209,LLM-C,False,15.335201376998157,1807,1,paper_archive
gpt-5.4-mini,209,AutoSpec,False,1802.1730620439994,23641,8,paper_archive+step_logs
gpt-5.4-mini,209,SpecGen,False,181.9114882240101,2297,1,paper_archive
gpt-5.4-mini,210,SESpec,True,290.37,109147,13,paper_archive
gpt-5.4-mini,210,SESpec_no_refine,False,16.96,12321,3,paper_archive
gpt-5.4-mini,210,LLM-C,False,1.5459924219976529,1753,1,paper_archive
gpt-5.4-mini,210,AutoSpec,False,1804.2961193369993,27528,9,paper_archive+step_logs
gpt-5.4-mini,210,SpecGen,False,78.28098693901848,2305,1,paper_archive
gpt-5.4-mini,211,SESpec,True,240.08,34064,5,paper_archive
gpt-5.4-mini,211,SESpec_no_refine,True,5.64,3529,1,paper_archive
gpt-5.4-mini,211,LLM-C,False,16.612336719997984,1671,1,paper_archive
gpt-5.4-mini,211,AutoSpec,False,1802.1205722030063,11856,4,paper_archive+step_logs
gpt-5.4-mini,211,SpecGen,True,182.62964499999362,2142,1,paper_archive
gpt-5.4-mini,212,SESpec,True,216.18,82234,7,paper_archive
gpt-5.4-mini,212,SESpec_no_refine,False,49.77,13691,3,paper_archive
gpt-5.4-mini,212,LLM-C,True,3.4212066440013587,1753,1,paper_archive
gpt-5.4-mini,212,AutoSpec,False,1803.9387504389888,30693,9,paper_archive+step_logs
gpt-5.4-mini,212,SpecGen,True,288.6868974359968,8566,3,paper_archive
gpt-5.4-mini,213,SESpec,True,227.75,77453,8,paper_archive
gpt-5.4-mini,213,SESpec_no_refine,False,15.52,12792,3,paper_archive
gpt-5.4-mini,213,LLM-C,False,17.028355494003335,1748,1,paper_archive
gpt-5.4-mini,213,AutoSpec,False,1802.8924822229892,34761,12,paper_archive+step_logs
gpt-5.4-mini,213,SpecGen,False,116.18873609098955,2210,1,paper_archive
gpt-5.4-mini,214,SESpec,True,725.97,253083,16,paper_archive
gpt-5.4-mini,214,SESpec_no_refine,True,52.87,6376,2,paper_archive
gpt-5.4-mini,214,LLM-C,False,3.5630222629988566,1675,1,paper_archive
gpt-5.4-mini,214,AutoSpec,True,863.23211,70323,20,paper_archive
gpt-5.4-mini,214,SpecGen,False,234.92691723599273,2182,1,paper_archive
gpt-5.4-mini,215,SESpec,True,141.51,33922,4,paper_archive
gpt-5.4-mini,215,SESpec_no_refine,True,63.39,10114,3,paper_archive
gpt-5.4-mini,215,LLM-C,False,18.435298299998976,1845,1,paper_archive
gpt-5.4-mini,215,AutoSpec,True,1803.2384218710067,43238,14,paper_archive+step_logs
gpt-5.4-mini,215,SpecGen,False,530.3209689770156,13899,5,paper_archive
gpt-5.4-mini,216,SESpec,True,377.89,328300,15,paper_archive
gpt-5.4-mini,216,SESpec_no_refine,False,0.8963844776153564,0,0,paper_archive+before_api_failure
gpt-5.4-mini,216,LLM-C,False,16.883464441998512,1863,1,paper_archive
gpt-5.4-mini,216,AutoSpec,False,1803.0154471069982,39278,12,paper_archive+step_logs
gpt-5.4-mini,216,SpecGen,False,363.32497544799116,8039,3,paper_archive
gpt-5.4-mini,217,SESpec,True,322.03,95481,9,paper_archive
gpt-5.4-mini,217,SESpec_no_refine,False,17.24,13597,3,paper_archive
gpt-5.4-mini,217,LLM-C,False,17.143774006995955,1925,1,paper_archive
gpt-5.4-mini,217,AutoSpec,False,1805.241927465002,36991,12,paper_archive+step_logs
gpt-5.4-mini,217,SpecGen,True,507.48560218699276,11348,4,paper_archive
gpt-5.4-mini,218,SESpec,True,349.73,104234,9,paper_archive
gpt-5.4-mini,218,SESpec_no_refine,True,53.55,6144,2,paper_archive
gpt-5.4-mini,218,LLM-C,False,18.992536696998286,1900,1,paper_archive
gpt-5.4-mini,218,AutoSpec,True,1515.545813,50884,16,paper_archive
gpt-5.4-mini,218,SpecGen,False,1308.8953342959867,18745,7,paper_archive
gpt-5.4-mini,219,SESpec,True,661.19,120345,11,paper_archive
gpt-5.4-mini,219,SESpec_no_refine,True,36.1,6612,2,paper_archive
gpt-5.4-mini,219,LLM-C,False,16.26715732300363,1894,1,paper_archive
gpt-5.4-mini,219,AutoSpec,True,1803.492681499003,39419,12,paper_archive+step_logs
gpt-5.4-mini,219,SpecGen,False,572.8351480370038,11088,4,paper_archive
gpt-5.4-mini,220,SESpec,True,378.25,87234,8,paper_archive
gpt-5.4-mini,220,SESpec_no_refine,False,33.67,13313,3,paper_archive
gpt-5.4-mini,220,LLM-C,False,16.915808482997818,1807,1,paper_archive
gpt-5.4-mini,220,AutoSpec,False,1803.5853134359932,42973,14,paper_archive+step_logs
gpt-5.4-mini,220,SpecGen,True,493.0404504130129,2358,1,paper_archive
gpt-5.4-mini,221,SESpec,True,396.89,391197,21,paper_archive
gpt-5.4-mini,221,SESpec_no_refine,False,38.95,13962,4,paper_archive
gpt-5.4-mini,221,LLM-C,False,6.180286793009145,1749,1,paper_archive
gpt-5.4-mini,221,AutoSpec,False,1803.1283490110072,67883,18,paper_archive+step_logs
gpt-5.4-mini,221,SpecGen,False,214.95288869000797,5332,2,paper_archive
gpt-5.4-mini,222,SESpec,True,297.73,70847,8,paper_archive
gpt-5.4-mini,222,SESpec_no_refine,False,64.13,13611,4,paper_archive
gpt-5.4-mini,222,LLM-C,False,4.708397303998936,1689,1,paper_archive
gpt-5.4-mini,222,AutoSpec,True,1185.904388,76566,20,paper_archive
gpt-5.4-mini,222,SpecGen,False,43.90967389199068,2359,1,paper_archive
gpt-5.4-mini,223,SESpec,True,74.34,21231,5,paper_archive
gpt-5.4-mini,223,SESpec_no_refine,False,45.37,13916,4,paper_archive
gpt-5.4-mini,223,LLM-C,False,4.3009904549981,1673,1,paper_archive
gpt-5.4-mini,223,AutoSpec,False,1803.3430761259951,90037,20,paper_archive+step_logs
gpt-5.4-mini,223,SpecGen,False,242.60402017997694,8901,3,paper_archive
gpt-5.4-mini,224,SESpec,True,334.57,76955,8,paper_archive
gpt-5.4-mini,224,SESpec_no_refine,True,91.03,6833,2,paper_archive
gpt-5.4-mini,224,LLM-C,False,16.416355463996297,1751,1,paper_archive
gpt-5.4-mini,224,AutoSpec,False,1803.1963168259972,60691,16,paper_archive+step_logs
gpt-5.4-mini,224,SpecGen,True,414.24207342897716,2203,1,paper_archive
gpt-5.4-mini,225,SESpec,True,200.41,33902,5,paper_archive
gpt-5.4-mini,225,SESpec_no_refine,False,34.84,11794,3,paper_archive
gpt-5.4-mini,225,LLM-C,False,16.46571181100444,1783,1,paper_archive
gpt-5.4-mini,225,AutoSpec,True,1096.02036,71226,20,paper_archive
gpt-5.4-mini,225,SpecGen,True,38.46898084602435,2253,1,paper_archive
gpt-5.4-mini,226,SESpec,True,507.29,96448,10,paper_archive
gpt-5.4-mini,226,SESpec_no_refine,False,29.84,11157,3,paper_archive
gpt-5.4-mini,226,LLM-C,False,14.71925556199858,1685,1,paper_archive
gpt-5.4-mini,226,AutoSpec,False,1803.2329240889958,59543,17,paper_archive+step_logs
gpt-5.4-mini,226,SpecGen,True,497.9630329160136,2233,1,paper_archive
gpt-5.4-mini,227,SESpec,True,881.93,330277,30,paper_archive
gpt-5.4-mini,227,SESpec_no_refine,False,2.493837356567383,0,0,paper_archive+before_api_failure
gpt-5.4-mini,227,LLM-C,False,3.493897674998152,1637,1,paper_archive
gpt-5.4-mini,227,AutoSpec,False,1804.0163639420061,41539,13,paper_archive+step_logs
gpt-5.4-mini,227,SpecGen,True,401.01665075999335,2179,1,paper_archive
gpt-5.4-mini,228,SESpec,True,277.12,70753,7,paper_archive
gpt-5.4-mini,228,SESpec_no_refine,False,2.3415367603302,0,0,paper_archive+before_api_failure
gpt-5.4-mini,228,LLM-C,False,24.961387513001682,1654,1,paper_archive
gpt-5.4-mini,228,AutoSpec,False,1802.1802861589968,33994,11,paper_archive+step_logs
gpt-5.4-mini,228,SpecGen,False,128.24561313798768,2170,1,paper_archive
gpt-5.4-mini,229,SESpec,True,620.64,451251,27,paper_archive
gpt-5.4-mini,229,SESpec_no_refine,False,2.8346543312072754,0,0,paper_archive+before_api_failure
gpt-5.4-mini,229,LLM-C,False,27.693794470993453,1652,1,paper_archive
gpt-5.4-mini,229,AutoSpec,True,1435.20659,67997,20,paper_archive
gpt-5.4-mini,229,SpecGen,False,143.23143491099472,4709,2,paper_archive
gpt-5.4-mini,230,SESpec,True,264.02,73334,7,paper_archive
gpt-5.4-mini,230,SESpec_no_refine,False,113.57,13154,4,paper_archive
gpt-5.4-mini,230,LLM-C,False,15.56265229600831,1667,1,paper_archive
gpt-5.4-mini,230,AutoSpec,True,693.349928,82506,20,paper_archive
gpt-5.4-mini,230,SpecGen,True,469.60545269199065,5318,2,paper_archive
gpt-5.4-mini,231,SESpec,True,148.06,90355,11,paper_archive
gpt-5.4-mini,231,SESpec_no_refine,False,43.99,13360,4,paper_archive
gpt-5.4-mini,231,LLM-C,False,4.0821797770040575,1676,1,paper_archive
gpt-5.4-mini,231,AutoSpec,True,1094.609032,91877,20,paper_archive
gpt-5.4-mini,231,SpecGen,False,865.8908940849942,2207,1,paper_archive
gpt-5.4-mini,232,SESpec,True,56.98,21929,5,paper_archive
gpt-5.4-mini,232,SESpec_no_refine,False,88.0,13020,4,paper_archive
gpt-5.4-mini,232,LLM-C,True,5.844149582000682,1679,1,paper_archive
gpt-5.4-mini,232,AutoSpec,True,1233.402632,88738,20,paper_archive
gpt-5.4-mini,232,SpecGen,True,249.84111890598433,2210,1,paper_archive
gpt-5.4-mini,233,SESpec,True,244.47,81090,8,paper_archive
gpt-5.4-mini,233,SESpec_no_refine,True,109.91,11758,3,paper_archive
gpt-5.4-mini,233,LLM-C,False,5.922340974007966,1733,1,paper_archive
gpt-5.4-mini,233,AutoSpec,True,627.140311,68939,20,paper_archive
gpt-5.4-mini,233,SpecGen,False,964.8094459000131,2153,1,paper_archive
gpt-5.4-mini,234,SESpec,True,212.26,47814,6,paper_archive
gpt-5.4-mini,234,SESpec_no_refine,True,88.41,6973,2,paper_archive
gpt-5.4-mini,234,LLM-C,False,5.688391193994903,1696,1,paper_archive
gpt-5.4-mini,234,AutoSpec,True,823.26176,65201,20,paper_archive
gpt-5.4-mini,234,SpecGen,False,174.73658185999375,2172,1,paper_archive
gpt-5.4-mini,235,SESpec,True,206.55,71040,9,paper_archive
gpt-5.4-mini,235,SESpec_no_refine,False,63.09,11526,3,paper_archive
gpt-5.4-mini,235,LLM-C,False,5.3055546139949,1667,1,paper_archive
gpt-5.4-mini,235,AutoSpec,True,739.205449,69620,20,paper_archive
gpt-5.4-mini,235,SpecGen,False,1078.9017629139853,2153,1,paper_archive
gpt-5.4-mini,236,SESpec,True,131.79,35123,4,paper_archive
gpt-5.4-mini,236,SESpec_no_refine,False,24.66,14059,3,paper_archive
gpt-5.4-mini,236,LLM-C,False,21.86931199800165,1812,1,paper_archive
gpt-5.4-mini,236,AutoSpec,False,1803.4616483099962,61990,19,paper_archive+step_logs
gpt-5.4-mini,236,SpecGen,True,1916.012378385989,47192,15,paper_archive
gpt-5.4-mini,237,SESpec,True,44.06,21581,4,paper_archive
gpt-5.4-mini,237,SESpec_no_refine,False,19.24,13257,3,paper_archive
gpt-5.4-mini,237,LLM-C,False,16.73246460700466,1888,1,paper_archive
gpt-5.4-mini,237,AutoSpec,False,1803.1545712119987,51869,16,paper_archive+step_logs
gpt-5.4-mini,237,SpecGen,True,427.47653260799416,11142,4,paper_archive
gpt-5.4-mini,238,SESpec,True,229.19,76962,8,paper_archive
gpt-5.4-mini,238,SESpec_no_refine,False,42.64,13959,4,paper_archive
gpt-5.4-mini,238,LLM-C,False,4.760507077007787,1651,1,paper_archive
gpt-5.4-mini,238,AutoSpec,False,1086.3070657839999,39534,11,autospec_step_archive+rerun_estimate_1_steps
gpt-5.4-mini,238,SpecGen,True,299.7889500510064,5490,2,paper_archive
gpt-5.4-mini,239,SESpec,True,494.16,199159,12,paper_archive
gpt-5.4-mini,239,SESpec_no_refine,False,36.57,11228,3,paper_archive
gpt-5.4-mini,239,LLM-C,False,8.461828315994353,1841,1,paper_archive
gpt-5.4-mini,239,AutoSpec,False,1803.4157719570067,45268,12,paper_archive+step_logs
gpt-5.4-mini,239,SpecGen,False,1825.3060072850058,7820,3,paper_archive
gpt-5.4-mini,240,SESpec,True,276.35,54283,8,paper_archive
gpt-5.4-mini,240,SESpec_no_refine,False,3.457313060760498,0,0,paper_archive+before_api_failure
gpt-5.4-mini,240,LLM-C,False,5.102882651000982,1655,1,paper_archive
gpt-5.4-mini,240,AutoSpec,False,1803.3361466589995,63282,20,paper_archive+step_logs
gpt-5.4-mini,240,SpecGen,True,1029.38013971498,2241,1,paper_archive
gpt-5.4-mini,241,SESpec,True,348.67,117653,12,paper_archive
gpt-5.4-mini,241,SESpec_no_refine,False,52.28,13803,4,paper_archive
gpt-5.4-mini,241,LLM-C,False,17.791005289996974,1655,1,paper_archive
gpt-5.4-mini,241,AutoSpec,False,1803.2620190140005,86994,19,autospec_step_archive+rerun_estimate_1_steps
gpt-5.4-mini,241,SpecGen,True,764.2446851470013,5104,2,paper_archive
gpt-5.4-mini,242,SESpec,True,232.09,97156,11,paper_archive
gpt-5.4-mini,242,SESpec_no_refine,False,43.82,11771,3,paper_archive
gpt-5.4-mini,242,LLM-C,False,17.99242313898867,1721,1,paper_archive
gpt-5.4-mini,242,AutoSpec,False,1803.555016437007,39098,10,paper_archive+step_logs
gpt-5.4-mini,242,SpecGen,False,1095.003849071014,2192,1,paper_archive
gpt-5.4-mini,243,SESpec,True,137.21,67089,8,paper_archive
gpt-5.4-mini,243,SESpec_no_refine,False,43.76,13604,4,paper_archive
gpt-5.4-mini,243,LLM-C,False,8.280763417991693,1681,1,paper_archive
gpt-5.4-mini,243,AutoSpec,False,1803.2464885850059,61234,13,paper_archive+step_logs
gpt-5.4-mini,243,SpecGen,False,147.24103230598848,6492,3,paper_archive
gpt-5.4-mini,244,SESpec,True,322.32,134535,11,paper_archive
gpt-5.4-mini,244,SESpec_no_refine,False,48.21,13492,4,paper_archive
gpt-5.4-mini,244,LLM-C,False,4.830604629009031,1665,1,paper_archive
gpt-5.4-mini,244,AutoSpec,False,1802.7299814429862,77256,20,paper_archive+step_logs
gpt-5.4-mini,244,SpecGen,False,1449.3229626550165,8692,3,paper_archive
gpt-5.4-mini,245,SESpec,True,324.44,66131,9,paper_archive
gpt-5.4-mini,245,SESpec_no_refine,False,51.55,13878,4,paper_archive
gpt-5.4-mini,245,LLM-C,False,6.761828754009912,1681,1,paper_archive
gpt-5.4-mini,245,AutoSpec,True,779.81063,85529,20,paper_archive
gpt-5.4-mini,245,SpecGen,False,1286.104021703999,5697,2,paper_archive
gpt-5.4-mini,246,SESpec,True,232.14,42730,7,paper_archive
gpt-5.4-mini,246,SESpec_no_refine,False,41.2,13519,4,paper_archive
gpt-5.4-mini,246,LLM-C,False,5.763693458007765,1678,1,paper_archive
gpt-5.4-mini,246,AutoSpec,False,1801.0653922130005,99964,20,paper_archive+step_logs
gpt-5.4-mini,246,SpecGen,False,1826.4473744520074,8870,3,paper_archive
gpt-5.4-mini,247,SESpec,True,270.24,105491,11,paper_archive
gpt-5.4-mini,247,SESpec_no_refine,False,59.13,13694,4,paper_archive
gpt-5.4-mini,247,LLM-C,False,4.559951069997624,1661,1,paper_archive
gpt-5.4-mini,247,AutoSpec,True,1803.986596816001,85722,18,paper_archive+step_logs
gpt-5.4-mini,247,SpecGen,False,316.2500937629957,14309,5,paper_archive
gpt-5.4-mini,248,SESpec,True,538.1,131240,13,paper_archive
gpt-5.4-mini,248,SESpec_no_refine,False,62.15,13336,4,paper_archive
gpt-5.4-mini,248,LLM-C,False,5.345045834998018,1679,1,paper_archive
gpt-5.4-mini,248,AutoSpec,False,1801.0833503550093,55008,13,paper_archive+step_logs
gpt-5.4-mini,248,SpecGen,False,1512.1892840459914,5513,2,paper_archive
gpt-5.4-mini,249,SESpec,True,185.0,77608,9,paper_archive
gpt-5.4-mini,249,SESpec_no_refine,False,28.71,12615,3,paper_archive
gpt-5.4-mini,249,LLM-C,True,10.024291485999129,1739,1,paper_archive
gpt-5.4-mini,249,AutoSpec,False,1803.6729738730064,51600,19,paper_archive+step_logs
gpt-5.4-mini,249,SpecGen,True,609.9887503580103,2268,1,paper_archive
gpt-5.4-mini,250,SESpec,True,349.95,73774,9,paper_archive
gpt-5.4-mini,250,SESpec_no_refine,False,17.76,13120,3,paper_archive
gpt-5.4-mini,250,LLM-C,False,16.560302041994873,1763,1,paper_archive
gpt-5.4-mini,250,AutoSpec,True,1853.8378922910051,47616,15,paper_archive+step_logs
gpt-5.4-mini,250,SpecGen,True,426.9328105879831,4869,2,paper_archive
gpt-5.4-mini,251,SESpec,True,172.09,78560,8,paper_archive
gpt-5.4-mini,251,SESpec_no_refine,False,29.69,12914,3,paper_archive
gpt-5.4-mini,251,LLM-C,False,19.76747727500333,1713,1,paper_archive
gpt-5.4-mini,251,AutoSpec,False,1804.3828876720072,42741,15,paper_archive+step_logs
gpt-5.4-mini,251,SpecGen,False,798.6544547620142,2260,1,paper_archive
gpt-5.4-mini,252,SESpec,True,326.9,136657,12,paper_archive
gpt-5.4-mini,252,SESpec_no_refine,True,35.24,3423,1,paper_archive
gpt-5.4-mini,252,LLM-C,False,6.80739353800891,1669,1,paper_archive
gpt-5.4-mini,252,AutoSpec,False,1803.8935065520054,80612,18,paper_archive+step_logs
gpt-5.4-mini,252,SpecGen,False,940.0601579089853,2210,1,paper_archive
gpt-5.4-mini,253,SESpec,True,257.36,76344,8,paper_archive
gpt-5.4-mini,253,SESpec_no_refine,True,32.5,3535,1,paper_archive
gpt-5.4-mini,253,LLM-C,False,4.925654530001339,1661,1,paper_archive
gpt-5.4-mini,253,AutoSpec,True,1803.7796681530017,90346,18,paper_archive+step_logs
gpt-5.4-mini,253,SpecGen,False,797.0898681950057,8433,3,paper_archive
gpt-5.4-mini,254,SESpec,True,241.24,48956,7,paper_archive
gpt-5.4-mini,254,SESpec_no_refine,False,27.53,12575,3,paper_archive
gpt-5.4-mini,254,LLM-C,False,30.631054292985937,1711,1,paper_archive
gpt-5.4-mini,254,AutoSpec,True,1235.159576,54395,20,paper_archive
gpt-5.4-mini,254,SpecGen,True,478.18971767500625,3700,2,paper_archive
gpt-5.4-mini,255,SESpec,True,449.44,85201,9,paper_archive
gpt-5.4-mini,255,SESpec_no_refine,False,14.92,12410,3,paper_archive
gpt-5.4-mini,255,LLM-C,True,19.466209580976283,1679,1,paper_archive
gpt-5.4-mini,255,AutoSpec,True,975.681957,54844,20,paper_archive
gpt-5.4-mini,255,SpecGen,True,377.2713374129671,4844,2,paper_archive
gpt-5.4-mini,256,SESpec,True,757.3,142189,14,paper_archive
gpt-5.4-mini,256,SESpec_no_refine,False,17.99,11989,3,paper_archive
gpt-5.4-mini,256,LLM-C,False,20.82674835799844,1634,1,paper_archive
gpt-5.4-mini,256,AutoSpec,True,1167.642,57840,20,paper_archive
gpt-5.4-mini,256,SpecGen,True,390.3024351539789,10811,4,paper_archive
gpt-5.4-mini,257,SESpec,True,259.4,82441,8,paper_archive
gpt-5.4-mini,257,SESpec_no_refine,True,43.81,3443,1,paper_archive
gpt-5.4-mini,257,LLM-C,True,18.908523624995723,1674,1,paper_archive
gpt-5.4-mini,257,AutoSpec,True,1048.094064,57128,20,paper_archive
gpt-5.4-mini,257,SpecGen,True,170.81700755401107,2310,1,paper_archive
gpt-5.4-mini,258,SESpec,True,75.69,20687,3,paper_archive
gpt-5.4-mini,258,SESpec_no_refine,True,32.84,3487,1,paper_archive
gpt-5.4-mini,258,LLM-C,False,34.31919116599602,1748,1,paper_archive
gpt-5.4-mini,258,AutoSpec,False,1803.856081758975,52199,19,paper_archive+step_logs
gpt-5.4-mini,258,SpecGen,True,559.0126141420187,2239,1,paper_archive
gpt-5.4-mini,259,SESpec,True,511.51,126328,12,paper_archive
gpt-5.4-mini,259,SESpec_no_refine,False,15.89,2794,1,paper_archive
gpt-5.4-mini,259,LLM-C,False,27.797166733013,1747,1,paper_archive
gpt-5.4-mini,259,AutoSpec,False,1803.8547983930039,55030,18,paper_archive+step_logs
gpt-5.4-mini,259,SpecGen,True,229.31711935301428,2207,1,paper_archive
gpt-5.4-mini,260,SESpec,True,593.34,136037,11,paper_archive
gpt-5.4-mini,260,SESpec_no_refine,False,16.12,11910,3,paper_archive
gpt-5.4-mini,260,LLM-C,False,17.90677805399173,1756,1,paper_archive
gpt-5.4-mini,260,AutoSpec,True,1073.0245,55502,20,paper_archive
gpt-5.4-mini,260,SpecGen,True,238.3438424449996,2203,1,paper_archive
gpt-5.4-mini,261,SESpec,True,179.3,33664,4,paper_archive
gpt-5.4-mini,261,SESpec_no_refine,False,16.79,11981,3,paper_archive
gpt-5.4-mini,261,LLM-C,False,25.48684637999395,1729,1,paper_archive
gpt-5.4-mini,261,AutoSpec,True,988.193277,56643,20,paper_archive
gpt-5.4-mini,261,SpecGen,True,675.2927129200107,17226,6,paper_archive
gpt-5.4-mini,262,SESpec,True,164.42,65743,7,paper_archive
gpt-5.4-mini,262,SESpec_no_refine,False,15.13,12198,3,paper_archive
gpt-5.4-mini,262,LLM-C,True,12.450120811001398,1667,1,paper_archive
gpt-5.4-mini,262,AutoSpec,True,1021.554442,58771,20,paper_archive
gpt-5.4-mini,262,SpecGen,True,1495.8050909529848,7929,3,paper_archive
gpt-5.4-mini,263,SESpec,True,327.23,78853,8,paper_archive
gpt-5.4-mini,263,SESpec_no_refine,False,17.27,12613,3,paper_archive
gpt-5.4-mini,263,LLM-C,False,4.823877781018382,1801,1,paper_archive
gpt-5.4-mini,263,AutoSpec,True,1361.439526,60508,20,paper_archive
gpt-5.4-mini,263,SpecGen,True,164.7962292760203,4766,2,paper_archive
gpt-5.4-mini,264,SESpec,True,131.82,40966,5,paper_archive
gpt-5.4-mini,264,SESpec_no_refine,False,14.7,10914,3,paper_archive
gpt-5.4-mini,264,LLM-C,False,16.35934900402208,1800,1,paper_archive
gpt-5.4-mini,264,AutoSpec,True,467.205748,79739,20,paper_archive
gpt-5.4-mini,264,SpecGen,True,1914.1697260740038,42921,15,paper_archive
gpt-5.4-mini,265,SESpec,True,613.76,173498,12,paper_archive
gpt-5.4-mini,265,SESpec_no_refine,False,86.77,11572,3,paper_archive
gpt-5.4-mini,265,LLM-C,False,15.16022355700261,1688,1,paper_archive
gpt-5.4-mini,265,AutoSpec,True,929.766691,80971,20,paper_archive
gpt-5.4-mini,265,SpecGen,False,1819.003909017978,2230,1,paper_archive
gpt-5.4-mini,266,SESpec,True,400.71,105658,13,paper_archive
gpt-5.4-mini,266,SESpec_no_refine,False,74.38,11290,3,paper_archive
gpt-5.4-mini,266,LLM-C,False,15.536232671991456,1689,1,paper_archive
gpt-5.4-mini,266,AutoSpec,False,1804.240883905004,83320,20,autospec_step_archive+rerun_estimate_1_steps
gpt-5.4-mini,266,SpecGen,False,367.659830509976,5028,2,paper_archive
gpt-5.4-mini,267,SESpec,True,107.54,17598,3,paper_archive
gpt-5.4-mini,267,SESpec_no_refine,False,52.57,11212,3,paper_archive
gpt-5.4-mini,267,LLM-C,False,15.139628470002208,1713,1,paper_archive
gpt-5.4-mini,267,AutoSpec,True,1804.4108221130155,86521,20,paper_archive+step_logs
gpt-5.4-mini,267,SpecGen,False,463.22319244602113,2195,1,paper_archive
gpt-5.4-mini,268,SESpec,False,822.23,72466,11,paper_archive
gpt-5.4-mini,268,SESpec_no_refine,False,2.618314027786255,0,0,paper_archive+before_api_failure
gpt-5.4-mini,268,LLM-C,False,4.431712616002187,1755,1,paper_archive
gpt-5.4-mini,268,AutoSpec,True,1208.987079,73887,20,paper_archive
gpt-5.4-mini,268,SpecGen,False,228.5011777629843,4856,2,paper_archive
gpt-5.4-mini,269,SESpec,True,668.87,148286,13,later_model_archive
gpt-5.4-mini,269,SESpec_no_refine,False,2.9236249923706055,0,0,paper_archive+before_api_failure
gpt-5.4-mini,269,LLM-C,False,41.29337578400737,1764,1,paper_archive
gpt-5.4-mini,269,AutoSpec,True,1395.294788,74270,20,paper_archive
gpt-5.4-mini,269,SpecGen,False,248.1032029449998,4861,2,paper_archive
gpt-5.4-mini,270,SESpec,True,768.5,199873,14,paper_archive
gpt-5.4-mini,270,SESpec_no_refine,False,3.7150275707244873,0,0,paper_archive+before_api_failure
gpt-5.4-mini,270,LLM-C,False,3.794321239023702,1658,1,paper_archive
gpt-5.4-mini,270,AutoSpec,True,1262.309977,75797,20,paper_archive
gpt-5.4-mini,270,SpecGen,False,131.4389832659799,2188,1,paper_archive
gpt-5.4-mini,271,SESpec,True,398.05,57703,6,paper_archive
gpt-5.4-mini,271,SESpec_no_refine,False,63.72,11636,3,paper_archive
gpt-5.4-mini,271,LLM-C,False,14.764278613001807,1724,1,paper_archive
gpt-5.4-mini,271,AutoSpec,True,931.801021,87619,20,paper_archive
gpt-5.4-mini,271,SpecGen,False,208.8743931289937,2285,1,paper_archive
gpt-5.4-mini,272,SESpec,True,784.23,117280,12,paper_archive
gpt-5.4-mini,272,SESpec_no_refine,False,15.31,11027,3,paper_archive
gpt-5.4-mini,272,LLM-C,False,14.947917382000014,1813,1,paper_archive
gpt-5.4-mini,272,AutoSpec,True,453.663312,64944,20,paper_archive
gpt-5.4-mini,272,SpecGen,True,37.60007102400414,2143,1,paper_archive
gpt-5.4-mini,273,SESpec,True,330.64,82194,9,paper_archive
gpt-5.4-mini,273,SESpec_no_refine,False,53.12,13618,4,paper_archive
gpt-5.4-mini,273,LLM-C,False,41.42828022700269,1652,1,paper_archive
gpt-5.4-mini,273,AutoSpec,True,716.232854,67570,20,paper_archive
gpt-5.4-mini,273,SpecGen,False,1816.5342944390432,2261,1,paper_archive
gpt-5.4-mini,274,SESpec,True,114.74,21621,4,paper_archive
gpt-5.4-mini,274,SESpec_no_refine,False,42.24,11010,3,paper_archive
gpt-5.4-mini,274,LLM-C,False,3.8410704960115254,1721,1,paper_archive
gpt-5.4-mini,274,AutoSpec,True,1210.696036,75425,20,paper_archive
gpt-5.4-mini,274,SpecGen,False,160.23778016501456,2148,1,paper_archive
gpt-5.4-mini,275,SESpec,True,279.03,135797,13,paper_archive
gpt-5.4-mini,275,SESpec_no_refine,False,61.84,14018,4,paper_archive
gpt-5.4-mini,275,LLM-C,False,4.792998543009162,1712,1,paper_archive
gpt-5.4-mini,275,AutoSpec,True,662.986871,65449,20,paper_archive
gpt-5.4-mini,275,SpecGen,False,1816.5510918849905,2213,1,paper_archive
gpt-5.4-mini,276,SESpec,True,869.13,199830,14,paper_archive
gpt-5.4-mini,276,SESpec_no_refine,False,4.567618131637573,0,0,paper_archive+before_api_failure
gpt-5.4-mini,276,LLM-C,False,81.74696869699983,1684,1,paper_archive
gpt-5.4-mini,276,AutoSpec,False,1804.2467280650162,61403,17,paper_archive+step_logs
gpt-5.4-mini,276,SpecGen,False,478.46457565401215,6152,3,paper_archive
gpt-5.4-mini,277,SESpec,True,381.61,77538,8,paper_archive
gpt-5.4-mini,277,SESpec_no_refine,False,62.95,11382,3,paper_archive
gpt-5.4-mini,277,LLM-C,False,14.045155553991208,1629,1,paper_archive
gpt-5.4-mini,277,AutoSpec,True,842.903731,68224,20,paper_archive
gpt-5.4-mini,277,SpecGen,True,721.7418261799903,2151,1,paper_archive
gpt-5.4-mini,278,SESpec,True,326.58,89177,9,paper_archive
